CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_END_DATE,EMPLOYER_NAME,JOB_TITLE,SOC_NAME,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,WAGE_RATE_OF_PAY_FROM,PREVAILING_WAGE,FULL_TIME_POSITION,PW_UNIT_OF_PAY,PW_SOURCE_YEAR,H1B_DEPENDENT,EMPLOYER_CITY,WORKSITE_CITY,WORKSITE_COUNTY,EMPLOYER_STATE,WORKSITE_STATE,EMPLOYER_LAT,EMPLOYER_LONG,WORKSITE_LAT,WORKSITE_LONG
448,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,INTEGRAL PARTNERS LLC,SENIOR IGA CONSULTANT,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,101566,101566,Y,Year,2016,N,BOULDER,IRVING,DALLAS,CO,TX,40.020885,-105.29673,32.916865,-96.97349
449,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,116000,110219,Y,Year,2016,N,SECAUCUS,NEW YORK,NEW YORK,NJ,NY,40.7885,-74.06,40.759511,-73.99019
450,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,TAX MANAGER,ACCOUNTANTS AND AUDITORS,1,0,0,1,0,0,0,125000,71282,Y,Year,2016,N,SECAUCUS,MIAMI,MIAMI-DADE,NJ,FL,40.7885,-74.06,25.777977,-80.29718
451,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,116000,107744,Y,Year,2016,N,SECAUCUS,HOUSTON,HARRIS,NJ,TX,40.7885,-74.06,29.754728,-95.36216
452,CERTIFIED,27-09-2016,03-10-2016,H-1B,08-01-2020,"REFLEXIS SYSTEMS, INC.",SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,1,0,0,0,97900,88067,Y,Year,2016,Y,DEDHAM,DEDHAM,NORFOLK,MA,MA,42.244609,-71.16553,42.244609,-71.16553
453,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-09-2019,"ARCHROCK SERVICES, L.P.",APPLICATION ANALYST SENIOR,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,115000,102731,Y,Year,2016,N,HOUSTON,HOUSTON,HARRIS,TX,TX,29.933367,-95.39916,29.933367,-95.39916
454,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-10-2019,"T. ROWE PRICE ASSOCIATES, INC.",ETL & ORACLE DATABASE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,86507,86507,Y,Year,2016,N,OWINGS MILLS,OWINGS MILLS,BALTIMORE,MD,MD,39.419105,-76.78388,39.419105,-76.78388
455,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,CURE FIRST,BIOINFORMATICS SCIENTIST,"BIOLOGICAL SCIENTISTS, ALL OTHER",1,0,0,0,0,1,0,48.07,37.24,N,Hour,2016,N,SEATTLE,SEATTLE,KING,WA,WA,47.630648,-122.34675,47.630648,-122.34675
456,CERTIFIED,27-09-2016,03-10-2016,H-1B,16-03-2020,NATIONAL INSTRUMENTS CORPORATION,SENIOR SYSTEMS ENGINEER,SALES ENGINEERS,1,0,1,0,0,0,0,136344,109512,Y,Year,2016,N,AUSTIN,SANTA CLARA,SANTA CLARA,TX,CA,30.406169,-97.75743,37.39324,-121.96066
457,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,"HORIZON ADVANCED SYSTEMS, INC.",PROGRAMMER ANALYST,COMPUTER SYSTEMS ANALYSTS,2,0,0,0,0,2,0,63000,62754,Y,Year,2016,N,IRVING,IRVING,DALLAS,TX,TX,32.872386,-96.98524,32.872386,-96.98524
458,CERTIFIED,27-09-2016,03-10-2016,H-1B,26-09-2019,FOCUS CORE INC,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,1,0,0,0,0,0,61000,45136,Y,Year,2016,Y,HOFFMAN ESTATE,CHICAGO,COOK,IL,IL,42.04,-88.12,41.886456,-87.62325
459,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,"PSIKICK, INC.",STAFF EMBEDDED SOFTWARE ENGINEER (SOFTWARE DEVELOP,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",1,0,0,0,0,1,0,142938,142938,Y,Year,2016,N,SANTA CLARA,SANTA CLARA,SANTA CLARA,CA,CA,37.346241,-121.9846,37.346241,-121.9846
460,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,"EVEREST CONSULTING GROUP, INC.,",QA TESTER,COMPUTER PROGRAMMERS,1,0,0,0,0,1,0,76000,75733,Y,Year,2016,Y,EDISON,WASHINGTON,DISTRICT OF COLUMBIA,NJ,DC,40.575503,-74.35781,38.907711,-77.01732
461,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-10-2019,COOLSOFT LLC,SYSTEMS ANALYST,COMPUTER SYSTEMS ANALYSTS,1,0,0,0,0,1,0,61000,60528,Y,Year,2016,Y,LOUISVILLE,LOUISVILLE,JEFFERSON,KY,KY,38.190568,-85.55348,38.258941,-85.55574
462,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,"AMERICAN UNIT, INC",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,65083,65083,Y,Year,2016,Y,PLANO,BRIDGEWATER,SOMERSET,TX,NJ,33.03505,-96.80492,40.588097,-74.62253
463,CERTIFIED,27-09-2016,03-10-2016,H-1B,15-08-2019,"VINTECH SOLUTIONS, INC",PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,68000,66186,Y,Year,2016,N,OLIVETTE,OLIVETTE,SAINT LOUIS,MO,MO,38.675784,-90.37463,38.675784,-90.37463
464,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"USPG POWER SERVICES, LLC",LEAD RISK ANALYST,FINANCIAL ANALYSTS,1,0,0,0,0,1,0,95000,57408,Y,Year,2016,N,STAMFORD,STAMFORD,FAIRFIELD,CT,CT,41.051996,-73.53903,41.051996,-73.53903
465,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-01-2017,"APEX SYSTEMS, LLC",SENIOR JAVA DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,105000,95306,Y,Year,2016,N,GLEN ALLEN,ATLANTA,COBB,VA,GA,37.661647,-77.52632,33.87507,-84.46615
466,CERTIFIED,27-09-2016,03-10-2016,H-1B,11-01-2020,TATA CONSULTANCY SERVICES LIMITED,DEVELOPER,COMPUTER PROGRAMMERS,1,0,1,0,0,0,0,62130,62130,Y,Year,2016,Y,ROCKVILLE,JACKSONVILLE,DUVAL,MD,FL,39.093408,-77.1718,30.148209,-81.56882
467,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,KPMG LLP,ASSOCIATE,ACCOUNTANTS AND AUDITORS,1,0,0,0,0,0,1,54500,45781,Y,Year,2016,N,DALLAS,DETROIT,WAYNE,TX,MI,32.787629,-96.79941,42.331821,-83.04888
468,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-02-2020,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,CERTIFIED REGISTERED NURSE ANESTHETIST,NURSE ANESTHETISTS,1,0,1,0,0,0,0,137135,122658,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.961612,-75.19957,39.961612,-75.19957
469,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-09-2019,DELOITTE & TOUCHE LLP,AUDIT SENIOR,ACCOUNTANTS AND AUDITORS,15,0,0,0,0,0,15,54000,49733,Y,Year,2016,N,PHILADELPHIA,PHILADELPHIA,PHILADELPHIA,PA,PA,39.952162,-75.17406,39.952162,-75.17406
470,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-11-2019,INFOSYS LIMITED,TECHNOLOGY LEAD - US,COMPUTER SYSTEMS ANALYST,1,0,1,0,0,0,0,74672,74672,Y,Year,2016,Y,PLANO,GROTON,NEW LONDON,TX,CT,33.07707,-96.79859,41.345331,-72.04524
471,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,INFOSYS LIMITED,SYSTEMS ENGINEER - US,COMPUTER PROGRAMMER,1,0,0,0,0,0,1,62123,52312,Y,Year,2016,Y,PLANO,FARMINGTON HILLS,OAKLAND,TX,MI,33.07707,-96.79859,42.508809,-83.40875
472,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-10-2019,INFOSYS LIMITED,TECHNOLOGY LEAD - US - PRACTITIONER,COMPUTER SYSTEMS ANALYST,1,0,0,1,0,0,0,74006,74006,Y,Year,2016,Y,PLANO,CHICAGO,COOK,TX,IL,33.07707,-96.79859,41.880446,-87.63014
473,CERTIFIED,27-09-2016,03-10-2016,H-1B,02-10-2019,DELOITTE & TOUCHE LLP,ERS SENIOR CONSULTANT,COMPUTER SYSTEMS ANALYSTS,15,0,5,5,0,5,0,80400,57533,Y,Year,2016,N,PHILADELPHIA,LOS ANGELES,LOS ANGELES,PA,CA,39.952162,-75.17406,34.044662,-118.24255
474,CERTIFIED,27-09-2016,03-10-2016,H-1B,06-10-2019,"GRUBHUB HOLDINGS, INC.",SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,125000,71843,Y,Year,2016,N,CHICAGO,CHICAGO,COOK,IL,IL,41.882937,-87.62874,41.882937,-87.62874
475,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-10-2019,MYTHRI CONSULTING LLC,BUSINESS ANALYST,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,66789,55931,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
476,CERTIFIED,27-09-2016,03-10-2016,H-1B,04-10-2019,ERNST & YOUNG U.S. LLP,TRANSACTION ADVISORY SERVICES SENIOR,OPERATIONS RESEARCH ANALYSTS,1,0,0,0,0,0,1,140000,69306,Y,Year,2016,N,SECAUCUS,LOS ANGELES,LOS ANGELES,NJ,CA,40.7885,-74.06,34.052561,-118.26434
477,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-11-2019,ERNST & YOUNG U.S. LLP,TAX SENIOR,ACCOUNTANTS AND AUDITORS,1,0,0,0,0,1,0,130000,76170,Y,Year,2016,N,SECAUCUS,NEW YORK,NEW YORK,NJ,NY,40.7885,-74.06,40.759511,-73.99019
478,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,MYTHRI CONSULTING LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,68827,68827,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
479,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,MYTHRI CONSULTING LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,68827,68827,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
480,CERTIFIED,27-09-2016,03-10-2016,H-1B,05-11-2019,ERNST & YOUNG U.S. LLP,TAX SENIOR,ACCOUNTANTS AND AUDITORS,1,0,0,0,0,1,0,130000,57574,Y,Year,2016,N,SECAUCUS,CHICAGO,COOK,NJ,IL,40.7885,-74.06,41.882582,-87.6376
481,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,MYTHRI CONSULTING LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,68827,68827,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
482,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,MYTHRI CONSULTING LLC,PROGRAMMER ANALYST,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,0,1,68827,68827,Y,Year,2016,N,PLANO,PLANO,COLLIN,TX,TX,33.024721,-96.74038,33.024721,-96.74038
483,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,203435,136219,Y,Year,2016,N,SECAUCUS,NEW YORK,NEW YORK,NJ,NY,40.7885,-74.06,40.759511,-73.99019
484,CERTIFIED,27-09-2016,03-10-2016,H-1B,27-09-2019,ERNST & YOUNG U.S. LLP,ADVISORY SENIOR MANAGER,MANAGEMENT ANALYSTS,1,0,0,0,0,0,1,203435,124093,Y,Year,2016,N,SECAUCUS,MCLEAN,FAIRFAX,NJ,VA,40.7885,-74.06,38.938664,-77.22196
485,CERTIFIED,27-09-2016,03-10-2016,H-1B,31-12-2016,"UNIVERSITY OF CALIFORNIA, BERKELEY",POSTDOCTORAL SCHOLAR,ENVIRONMENTAL ENGINEERS,1,0,1,0,0,0,0,54084,51120,Y,Year,2015,N,BERKELEY,BERKELEY,ALAMEDA,CA,CA,37.866825,-122.253582,37.866825,-122.253582
486,CERTIFIED,27-09-2016,03-10-2016,H-1B,17-10-2019,"CAPGEMINI AMERICA, INC. (LEGACY CAPGEMINI FINANCIAL SERVICES, INC.)",LEAD CONSULTANT (DELIVERY ANALYST),COMPUTER NETWORK SUPPORT SPECIALISTS,1,0,0,0,0,0,1,95989,69347,Y,Year,2016,Y,CHICAGO,SANTA ANA,ORANGE,IL,CA,41.882582,-87.6376,33.762117,-117.81828
487,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-11-2019,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,ASSOCIATE RESEARCHER II,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",1,1,0,0,0,0,0,42910,42910,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.791586,-73.94575,40.791586,-73.94575
488,CERTIFIED,27-09-2016,03-10-2016,H-1B,30-09-2019,INFOLOGITECH INC,PROGRAMMER ANALYST,COMPUTER PROGRAMMERS,1,0,0,0,0,1,0,60000,55910,Y,Year,2016,Y,PRINCETON,PRINCETON,MIDDLESEX,NJ,NJ,40.357439,-74.64922,40.357439,-74.64922
489,CERTIFIED,27-09-2016,03-10-2016,H-1B,22-03-2020,"KROLL BOND RATING AGENCY, INC.",ASSOCIATE DIRECTOR,FINANCIAL ANALYSTS,1,0,1,0,0,0,0,115000,95160,Y,Year,2016,N,NEW YORK,NEW YORK,NEW YORK,NY,NY,40.759015,-73.96732,40.759015,-73.96732
490,CERTIFIED,27-09-2016,03-10-2016,H-1B,07-10-2019,"GE OIL AND GAS COMPRESSION SYSTEMS, LLC",LEAD PROCESS ENGINEER,CHEMICAL ENGINEERS,1,0,0,0,0,1,0,100000,97781,Y,Year,2016,N,ERIE,NEW BRAUNFELS,COMAL,PA,TX,42.182748,-80.064915,29.749204,-98.17653
491,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-11-2019,"INC RESEARCH, LLC",SENIOR CLINICAL PROGRAMMER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,100254,80933,Y,Year,2016,N,RALEIGH,RALEIGH,WAKE,NC,NC,35.814572,-78.58348,35.814572,-78.58348
492,CERTIFIED,27-09-2016,03-10-2016,H-1B,25-03-2020,"ROHR, INC. D/B/A UTC AEROSPACE SYSTEMS","STAFF ENGINEER, GENERAL ENGINEERING",MECHANICAL ENGINEERS,1,0,1,0,0,0,0,103958,103958,Y,Year,2016,N,CHULA VISTA,CHULA VISTA,SAN DIEGO,CA,CA,32.638654,-117.06686,32.638654,-117.06686
493,CERTIFIED,27-09-2016,03-10-2016,H-1B,28-11-2019,GOOGLE INC.,SOFTWARE ENGINEER 1615.326,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,160000,124675,Y,Year,2016,N,MOUNTAIN VIEW,MOUNTAIN VEW,SANTA CLARA,CA,CA,37.40679,-122.07461,37.40679,-122.07461
494,CERTIFIED,27-09-2016,03-10-2016,H-1B1 Singapore,17-10-2019,WETHERILL ASSOCIATES INC.,INTERNATIONAL CONTROLLER,FINANCIAL MANAGERS,1,1,0,0,0,0,0,160000,138715,Y,Year,2016,U,MIRAMAR,MIRAMAR,BROWARD,FL,FL,25.990494,-80.27326,25.990494,-80.27326
495,CERTIFIED,27-09-2016,03-10-2016,H-1B,25-02-2020,"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.","ENGINEER, LEAD SOFTWARE","SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,100000,58510,Y,Year,2016,N,ATLANTA,ATLANTA,FULTON,GA,GA,33.752856,-84.39013,33.752856,-84.39013
496,CERTIFIED,27-09-2016,03-10-2016,H-1B,09-03-2020,"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.",SQL SERVER DATABASE ADMINISTRATOR,DATABASE ADMINISTRATORS,1,0,1,0,0,0,0,89738.75,57470,Y,Year,2016,N,ATLANTA,ATLANTA,FULTON,GA,GA,33.752856,-84.39013,33.752856,-84.39013
497,CERTIFIED,27-09-2016,03-10-2016,H-1B,01-03-2020,"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.",SENIOR SOFTWARE ENGINEER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,1,0,0,0,0,107896.62,58510,Y,Year,2016,N,ATLANTA,ATLANTA,FULTON,GA,GA,33.752856,-84.39013,33.752856,-84.39013
498,CERTIFIED,27-09-2016,03-10-2016,H-1B,03-10-2019,"XYLO TECHNOLOGIES, INC.",SOFTWARE DEVELOPER,"SOFTWARE DEVELOPERS, APPLICATIONS",1,0,0,0,0,1,0,90000,80371,Y,Year,2016,N,ROCHESTER,ROCHESTER,OLMSTEAD,MN,MN,44.048931,-92.49459,43.991846,-92.49166
499,CERTIFIED,27-09-2016,03-10-2016,H-1B,14-11-2019,UNIVERSITY OF UTAH,POSTDOCTORAL FELLOW,PHYSICISTS,1,1,0,0,0,0,0,48204,44720,Y,Year,2016,N,SALT LAKE CITY,SALT LAKE CITY,SALT LAKE,UT,UT,40.76784,-111.83805,40.76784,-111.83805
